feature_a,feature_b,nan_rate_a,nan_rate_b,both_ok_pct,a_nan_only_pct,b_nan_only_pct,both_nan_pct,cramers_v,mi_norm,naive_ba,pattern_targets
calorie_expenditure,sleep_quality,0.07658878287986459,0.0845269009169845,0.845218291000568,0.07025480808244745,0.07819292611956737,0.006333974797417141,0.0020530435835339664,8.533028543988004e-06,0.3333333333333333,"{'both-OK': {0: 0.8587047276156187, 1: 0.05759033046161759, 2: 0.0837049419227637}, 'calori-NaN': {0: 0.8571634833546471, 1: 0.05812466482405841, 2: 0.0847118518212945}, 'sleep_-NaN': {0: 0.8589696071163825, 1: 0.05832097850259452, 2: 0.08270941438102299}, 'both-NaN': {0: 0.8677648135438115, 1: 0.0565088080530771, 2: 0.07572637840311142}}"
stress_level,sleep_quality,0.12000063759984234,0.0845269009169845,0.805663915326741,0.10980918375627456,0.07433544707341673,0.010191453843567776,0.0020180523262455217,8.268137420009518e-06,0.3333333333333333,"{'both-OK': {0: 0.8586259552968727, 1: 0.0576532566877526, 2: 0.08372078801537468}, 'stress-NaN': {0: 0.8582966032357676, 1: 0.05747050595159545, 2: 0.0842328908126369}, 'sleep_-NaN': {0: 0.8587664236422473, 1: 0.05828687278256462, 2: 0.08294670357518812}, 'both-NaN': {0: 0.8659178160102374, 1: 0.05744348073368406, 2: 0.07663870325607848}}"
sleep_duration,gender,0.1101294327679948,0.030971412341614404,0.8622465540626703,0.10678203359571532,0.027624013169334924,0.0033473991722794776,0.001957154421760032,7.631844703732148e-06,0.3333333333333333,"{'both-OK': {0: 0.8585893725652325, 1: 0.05781091918672461, 2: 0.08359970824804294}, 'sleep_-NaN': {0: 0.8594769911384331, 1: 0.057186282891612046, 2: 0.08333672596995481}, 'gender-NaN': {0: 0.8587315742537901, 1: 0.05497560719718827, 2: 0.08629281854902167}, 'both-NaN': {0: 0.8545454545454545, 1: 0.06147186147186147, 2: 0.08398268398268398}}"
calorie_expenditure,gender,0.07658878287986459,0.030971412341614404,0.8948003732857259,0.07422821437265972,0.028610843834409524,0.0023605685072048783,0.0018902409352071288,7.109236253184181e-06,0.3333333333333333,"{'both-OK': {0: 0.8587412610062333, 1: 0.057730396070550014, 2: 0.08352834292321669}, 'calori-NaN': {0: 0.858035295955021, 1: 0.05788302358269561, 2: 0.0840816804622833}, 'gender-NaN': {0: 0.8582860615883307, 1: 0.055206645056726095, 2: 0.08650729335494327}, 'both-NaN': {0: 0.858195211786372, 1: 0.061387354205033766, 2: 0.08041743400859423}}"
sleep_quality,smoking_alcohol,0.0845269009169845,0.04141790612211776,0.8774909866567742,0.08109110722110803,0.03798211242624129,0.003435793695876468,0.0018859233363932402,7.035346534533036e-06,0.3333333333333333,"{'both-OK': {0: 0.8586432740039568, 1: 0.057630634171475, 2: 0.08372609182456824}, 'sleep_-NaN': {0: 0.8599714081486777, 1: 0.05820228734810579, 2: 0.08182630450321658}, 'smokin-NaN': {0: 0.8572736637289687, 1: 0.057647552554271106, 2: 0.08507878371676014}, 'both-NaN': {0: 0.8515394348376213, 1: 0.05778152678194855, 2: 0.0906790383804302}}"
smoking_alcohol,gender,0.04141790612211776,0.030971412341614404,0.9288829830398442,0.0401456046185414,0.029699110838038046,0.0012723015035763555,0.0018557894474639587,6.837798796724444e-06,0.3333333333333333,"{'both-OK': {0: 0.8587730943774756, 1: 0.05774471888937943, 2: 0.08348218673314499}, 'smokin-NaN': {0: 0.8566993935893734, 1: 0.05768120127057465, 2: 0.08561940514005198}, 'gender-NaN': {0: 0.8582093193461819, 1: 0.055623322761649184, 2: 0.08616735789216882}, 'both-NaN': {0: 0.8599088838268792, 1: 0.05694760820045558, 2: 0.08314350797266515}}"
calorie_expenditure,physical_activity_level,0.07658878287986459,0.05306714505976049,0.8743508074332549,0.07258204750698462,0.04906040968688052,0.00400673537287998,0.0017878574530688467,6.575596492023839e-06,0.3333333333333333,"{'both-OK': {0: 0.85870572227406, 1: 0.0576420458782954, 2: 0.08365223184764468}, 'calori-NaN': {0: 0.8577503593675132, 1: 0.0584571154767609, 2: 0.08379252515572592}, 'physic-NaN': {0: 0.8591091682419659, 1: 0.057833175803402644, 2: 0.08305765595463138}, 'both-NaN': {0: 0.8632911392405064, 1: 0.04954792043399638, 2: 0.08716094032549729}}"
sleep_quality,physical_activity_level,0.0845269009169845,0.05306714505976049,0.8670140619747047,0.07991879296553484,0.04845903710831082,0.00460810795144967,0.001801410162953829,6.542001344002953e-06,0.3333333333333333,"{'both-OK': {0: 0.8585596908656964, 1: 0.05762841040520394, 2: 0.08381189872909968}, 'sleep_-NaN': {0: 0.8594223132853439, 1: 0.05853021704048884, 2: 0.08204746967416729}, 'physic-NaN': {0: 0.8590652193415269, 1: 0.05768368170808289, 2: 0.08325109895039023}, 'both-NaN': {0: 0.8632075471698113, 1: 0.05220125786163522, 2: 0.08459119496855345}}"
sleep_duration,smoking_alcohol,0.1101294327679948,0.04141790612211776,0.8529709254471893,0.1056111684306929,0.03689964178481585,0.00451826433730191,0.0017879044955447976,6.407646611052539e-06,0.3333333333333333,"{'both-OK': {0: 0.8587232958165215, 1: 0.05769717562115099, 2: 0.08357952856232746}, 'sleep_-NaN': {0: 0.8590167533376326, 1: 0.057532141436039574, 2: 0.08345110522632784}, 'smokin-NaN': {0: 0.8556000628338046, 1: 0.058317624882186614, 2: 0.0860823122840088}, 'both-NaN': {0: 0.8665811417575369, 1: 0.052277100705580504, 2: 0.08114175753688262}}"
physical_activity_level,gender,0.05306714505976049,0.030971412341614404,0.9175293585745586,0.05149922908382699,0.0294034963656809,0.0015679159759335042,0.0017734889782769917,6.260164000708866e-06,0.3333333333333333,"{'both-OK': {0: 0.8586301439094344, 1: 0.05778014327769846, 2: 0.0835897128128672}, 'physic-NaN': {0: 0.8597034244069895, 1: 0.05706407045780692, 2: 0.08323250513520358}, 'gender-NaN': {0: 0.8587058301710118, 1: 0.05534473411857474, 2: 0.08594943571041348}, 'both-NaN': {0: 0.8502772643253235, 1: 0.06192236598890943, 2: 0.0878003696857671}}"
sleep_duration,physical_activity_level,0.1101294327679948,0.05306714505976049,0.8425983352847752,0.10433451965546423,0.04727223194722992,0.005794913112530576,0.0017291732447127593,6.119735247381334e-06,0.3333333333333333,"{'both-OK': {0: 0.8585663502829911, 1: 0.05770920791721628, 2: 0.08372444179979259}, 'sleep_-NaN': {0: 0.8591666666666666, 1: 0.057666666666666665, 2: 0.08316666666666667}, 'physic-NaN': {0: 0.8590828275396971, 1: 0.05796701612408804, 2: 0.08295015633621483}, 'both-NaN': {0: 0.8622155538884722, 1: 0.05101275318829707, 2: 0.08677169292323081}}"
sleep_duration,stress_level,0.1101294327679948,0.12000063759984234,0.7829305827662559,0.09706877963390176,0.1069399844657493,0.013060653134093042,0.001735268103793211,5.952198284240339e-06,0.3333333333333333,"{'both-OK': {0: 0.8584633095868708, 1: 0.05781514035954698, 2: 0.08372155005358224}, 'sleep_-NaN': {0: 0.8600453826172633, 1: 0.05683277102678171, 2: 0.08312184635595497}, 'stress-NaN': {0: 0.8595490392693569, 1: 0.05704761646657091, 2: 0.0834033442640722}, 'both-NaN': {0: 0.853988683013425, 1: 0.060912015976922224, 2: 0.08509930100965273}}"
stress_level,gender,0.12000063759984234,0.030971412341614404,0.852676760065383,0.11635182759300264,0.027322602334774695,0.0036488100068397073,0.001705031941237185,5.745236773302498e-06,0.3333333333333333,"{'both-OK': {0: 0.8586269717991509, 1: 0.057774862258719084, 2: 0.08359816594212997}, 'stress-NaN': {0: 0.8591284420808788, 1: 0.057501899293836325, 2: 0.08336965862528489}, 'gender-NaN': {0: 0.8589763988332008, 1: 0.05558207372049854, 2: 0.08544152744630072}, 'both-NaN': {0: 0.8530579825258141, 1: 0.056393963463065924, 2: 0.09054805401111994}}"
stress_level,smoking_alcohol,0.12000063759984234,0.04141790612211776,0.8434924241546006,0.11508966972328166,0.03650693824555709,0.004910967876560671,0.001579019150445621,4.928173288643868e-06,0.3333333333333333,"{'both-OK': {0: 0.8587145497900647, 1: 0.05768583228537462, 2: 0.08359961792456072}, 'stress-NaN': {0: 0.8590566845458437, 1: 0.05762886857545768, 2: 0.0833144468786986}, 'smokin-NaN': {0: 0.8568650021831461, 1: 0.05819076727662446, 2: 0.08494423054022943}, 'both-NaN': {0: 0.8562997934493951, 1: 0.05370315727353202, 2: 0.08999704927707289}}"
calorie_expenditure,smoking_alcohol,0.07658878287986459,0.04141790612211776,0.8850842211428108,0.07349787273507147,0.038326995977324634,0.0030909101447931277,0.0012646761698547147,3.153220174302725e-06,0.3333333333333333,"{'both-OK': {0: 0.8588081586676839, 1: 0.057663404203763674, 2: 0.08352843712855239}, 'calori-NaN': {0: 0.8581230283911672, 1: 0.05786671924290221, 2: 0.0840102523659306}, 'smokin-NaN': {0: 0.856856591931642, 1: 0.05739347423343037, 2: 0.0857499338349276}, 'both-NaN': {0: 0.8560712611345522, 1: 0.06094702297233943, 2: 0.0829817158931083}}"
calorie_expenditure,stress_level,0.07658878287986459,0.12000063759984234,0.8126456336003525,0.06735372879980524,0.11076558351978298,0.009235054080059354,0.001203795516623566,2.8500338787055574e-06,0.3333333333333333,"{'both-OK': {0: 0.8586583023803622, 1: 0.05766792618362794, 2: 0.08367377143600982}, 'calori-NaN': {0: 0.8583907056798623, 1: 0.05817555938037866, 2: 0.08343373493975903}, 'stress-NaN': {0: 0.859232319003637, 1: 0.05753682723252832, 2: 0.08323085376383474}, 'both-NaN': {0: 0.855484073434803, 1: 0.05664522203044092, 2: 0.087870704534756}}"
physical_activity_level,smoking_alcohol,0.05306714505976049,0.04141790612211776,0.907671195557668,0.05091089832021423,0.0392616593825715,0.0021562467395462607,0.0011694471934302962,2.7052708032553472e-06,0.3333333333333333,"{'both-OK': {0: 0.8587119815189991, 1: 0.05770044366535595, 2: 0.083587574815645}, 'physic-NaN': {0: 0.8595337716676629, 1: 0.057296558790880366, 2: 0.08316966954145676}, 'smokin-NaN': {0: 0.8567948623311434, 1: 0.057798774636450875, 2: 0.0854063630324057}, 'both-NaN': {0: 0.8568548387096774, 1: 0.05510752688172043, 2: 0.08803763440860216}}"
stress_level,physical_activity_level,0.12000063759984234,0.05306714505976049,0.8334603702716176,0.11347248466862198,0.04653899212854013,0.006528152931220366,0.0006033517866850901,7.239800897415364e-07,0.3333333333333333,"{'both-OK': {0: 0.8585822056780623, 1: 0.05773339986542898, 2: 0.0836843944565087}, 'stress-NaN': {0: 0.8590018644803719, 1: 0.05749240160396393, 2: 0.0835057339156642}, 'physic-NaN': {0: 0.8596338273757629, 1: 0.05723004110100884, 2: 0.0831361315232283}, 'both-NaN': {0: 0.8579356270810211, 1: 0.057047724750277466, 2: 0.08501664816870144}}"
